SI.NO.,Prediction ,Scored.Probability ,Class
,0,0.997258186,0
,0,0.988339782,0
,0,0.980471253,0
,0,0.99949801,0
,0,0.994055033,0
,0,0.99922502,0
,0,0.999986529,0
,0,0.993519604,0
,0,0.99069792,0
,0,0.999525189,0
,0,0.994342685,0
,0,0.995717704,0
,0,0.999993443,0
,0,0.997541666,0
,0,0.994729578,0
,0,0.999069393,0
,0,0.999653101,0
,0,0.997145116,0
,0,0.996771753,0
,0,0.997776091,0
,0,0.999084234,0
,0,0.998237252,0
,0,0.985220551,0
,0,0.999437511,0
,0,0.999999762,0
,0,0.995934248,0
,0,0.993796945,0
,0,0.999998808,0
,0,0.986407101,0
,0,0.981491864,0
,0,0.970018566,0
,0,0.999830008,0
,0,0.998187006,0
,0,0.999335825,0
,0,0.999390006,0
,0,0.996905148,0
,0,0.737486005,0
,0,0.993960857,0
,0,0.900386274,0
,0,0.999673724,0
,0,0.989483654,0
,0,0.992135048,0
,0,0.997271836,0
,0,0.987536371,0
,0,0.995621622,0
,0,0.995955825,0
,0,0.99997139,0
,0,0.983023822,0
,0,0.999834776,0
,0,0.998699307,0
,0,0.993650258,0
,0,0.999900579,0
,0,0.998596609,0
,0,0.9759866,0
,0,0.997985125,0
,0,1,0
,0,0.996894002,0
,0,0.999989986,0
,0,0.99819082,0
,0,0.986977994,0
,0,0.999999046,0
,0,0.999999881,0
,0,0.999587834,0
,0,0.992432833,0
,0,0.997882068,0
,0,0.833374381,0
,0,0.987771749,0
,0,0.999992132,0
,0,0.952147722,0
,0,0.984438241,0
,0,0.997897625,0
,0,0.999021411,0
,0,0.999999523,0
,0,0.990299106,0
,0,0.999999285,0
,0,0.929815114,0
,0,0.999996185,0
,0,0.999771416,0
,0,0.997420192,0
,0,0.986646175,0
,0,0.993996143,0
,0,0.999253929,0
,0,0.997195125,0
,0,0.999985337,0
,0,0.998157561,0
,0,0.998542428,0
,0,0.998975515,0
,0,0.995426595,0
,0,0.990328908,0
,0,0.999998808,0
,0,0.976413667,0
,0,0.67841512,0
,0,0.997224927,0
,0,0.998659849,0
,0,0.999991417,0
,0,0.991796494,0
,0,0.997893512,0
,0,0.995802939,0
,0,0.999856472,0
,0,0.987933099,0
,0,0.992369294,0
,0,0.999999881,0
,0,0.942896843,0
,0,0.998331487,0
,0,0.992128849,0
,0,0.992607594,0
,0,0.997548997,0
,0,0.843820035,0
,0,0.999999046,0
,0,0.997769475,0
,0,0.928438008,0
,0,1,0
,0,0.999971271,0
,0,0.999856591,0
,0,0.99768281,0
,0,0.655150533,0
,0,0.998475969,0
,0,0.997999728,0
,0,0.99762851,0
,0,0.999888778,0
,0,0.999979615,0
,0,0.999645591,0
,0,1,0
,0,0.985827446,0
,0,0.999725759,0
,0,0.999995351,0
,0,0.995973408,0
,0,0.999552906,0
,0,0.993682384,0
,0,0.999832869,0
,0,0.997035384,0
,0,0.982722878,0
,0,0.999927402,0
,0,0.999195397,0
,0,0.991327465,0
,0,0.982571721,0
,0,0.998913407,0
,0,0.99934274,0
,0,0.985273063,0
,0,0.992622495,0
,0,0.9934237,0
,0,0.999328971,0
,0,0.994015396,0
,0,0.999997735,0
,0,0.992969334,0
,0,0.999999523,0
,0,0.999994278,0
,0,0.987008989,0
,0,0.634400487,0
,0,0.989738286,0
,0,0.99996984,0
,0,0.977882445,0
,0,0.527105689,0
,0,0.997457206,0
,0,0.999364078,0
,0,0.998932302,0
,0,0.985489547,0
,0,0.996040821,0
,0,0.990392089,0
,0,0.99312979,0
,0,0.990132332,0
,0,0.997804701,0
,0,0.984228253,0
,0,0.996809661,0
,0,0.998104572,0
,0,0.998461246,0
,0,0.996970296,0
,0,0.96869266,0
,0,0.911723554,0
,0,0.990064323,0
,0,0.999999642,0
,0,0.996596515,0
,0,0.998760939,0
,0,0.99605298,0
,0,0.99585849,0
,0,0.993956685,0
,0,0.975603402,0
,0,0.9923895,0
,0,0.999520063,0
,0,0.993973911,0
,0,0.995247424,0
,0,0.977091372,0
,0,0.9972893,0
,0,0.998810768,0
,0,0.99288851,0
,0,0.978100002,0
,0,0.997449577,0
,0,0.962973893,0
,0,0.987329721,0
,0,0.996731043,0
,0,0.985334873,0
,0,0.992923617,0
,0,0.968925953,0
,0,0.985253274,0
,0,0.888762951,0
,0,0.99297595,0
,0,0.988483727,0
,0,0.98402667,0
,0,0.999524117,0
,0,0.999990344,0
,0,0.992072403,0
,0,0.99796629,0
,0,0.992159247,0
,0,0.999996543,0
,0,0.987997651,0
,0,0.99518162,0
,0,0.990646124,0
,0,0.991857052,0
,0,0.990502357,0
,0,0.999806583,0
,0,0.81384325,0
,0,0.984948575,0
,0,0.999063075,0
,0,0.987335086,0
,0,0.999983907,0
,0,0.986608803,0
,0,0.998180747,0
,0,0.882999301,0
,0,0.98455286,0
,0,0.999990463,0
,0,0.999343574,0
,0,0.990625739,0
,0,1,0
,0,0.992067099,0
,0,0.708124816,0
,0,0.998187244,0
,0,0.987971842,0
,0,0.973854601,0
,0,0.98741883,0
,0,0.998514116,0
,0,0.994849622,0
,0,0.993330061,0
,0,0.999033332,0
,0,0.525462389,0
,0,1,0
,0,0.999963164,0
,0,0.987098396,0
,0,0.996779263,0
,0,0.999999523,0
,0,0.974698246,0
,0,0.995230734,0
,0,0.992785871,0
,0,0.999987721,0
,0,0.99003756,0
,0,0.994985342,0
,0,0.999994516,0
,0,0.977326691,0
,0,0.999902844,0
,0,0.999950647,0
,0,0.999998212,0
,0,0.999905944,0
,0,1,0
,0,0.978235364,0
,0,0.997726738,0
,0,1,0
,0,0.996615112,0
,0,0.995701134,0
,0,0.999907255,0
,0,0.976346612,0
,0,0.999997616,0
,0,0.999912262,0
,0,1,0
,0,0.987777293,0
,0,0.999999523,0
,0,0.930538774,0
,0,0.999992609,0
,0,0.998824775,0
,0,0.999989629,0
,0,0.999655843,0
,0,0.996676445,0
,0,0.996942818,0
,0,0.998440444,0
,0,0.972524941,0
,1,0.355841845,0
,0,0.997052073,0
,0,0.967148066,0
,0,0.958697975,0
,0,0.99962759,0
,0,0.998491049,0
,0,0.992102802,0
,0,0.999992251,0
,0,0.999775112,0
,0,0.999987602,0
,0,0.987179279,0
,0,0.984755456,0
,0,0.995822906,0
,0,0.999998927,0
,0,0.95224154,0
,0,0.974070787,0
,0,0.998268962,0
,0,0.999999762,0
,0,0.996870697,0
,0,0.93541199,0
,0,0.997409284,0
,0,0.992494822,0
,0,0.784802079,0
,0,0.99970752,0
,0,0.999999881,0
,0,0.994554281,0
,0,0.997375011,0
,0,0.995950699,0
,0,0.998477638,0
,0,0.996157706,0
,0,0.999998689,0
,0,0.988952219,0
,0,0.997991681,0
,0,0.999999881,0
,0,0.997703016,0
,0,0.998698592,0
,0,0.92687881,0
,0,0.966229022,0
,0,0.994992435,0
,0,0.994459987,0
,0,0.995621502,0
,0,0.990896642,0
,0,0.965634406,0
,0,0.986783624,0
,0,0.997144163,0
,0,0.99456799,0
,0,0.999963999,0
,0,0.99576509,0
,0,0.996916533,0
,0,0.999760687,0
,0,0.967226923,0
,0,0.99685055,0
,0,1,0
,1,0.481311977,0
,0,0.994321823,0
,0,0.997499049,0
,0,0.999971986,0
,0,0.982929945,0
,0,0.995650709,0
,0,0.987992525,0
,1,0.419446915,0
,0,0.975956678,0
,0,0.941734135,0
,0,0.995931566,0
,0,0.573498607,0
,0,0.99972719,0
,0,0.999826133,0
,0,0.967415392,0
,0,0.999181807,0
,0,0.668664455,0
,0,0.992910802,0
,0,0.980245888,0
,0,0.933721185,0
,0,0.99666959,0
,0,0.998161733,0
,0,0.998951435,0
,0,0.983033478,0
,0,0.96575892,0
,0,0.998646557,0
,0,0.999754727,0
,0,1,0
,0,0.999236703,0
,0,0.994795024,0
,0,0.9948107,0
,0,1,0
,0,0.998556554,0
,0,0.99915874,0
,0,0.999752104,0
,0,0.997730434,0
,0,0.997818112,0
,0,0.996217549,0
,0,0.994857907,0
,0,0.998029411,0
,0,0.994110644,0
,0,0.970074773,0
,0,0.99771595,0
,0,0.999941945,0
,0,0.983884513,0
,0,0.986180604,0
,0,0.997205675,0
,0,0.990629971,0
,0,0.99789232,0
,0,0.594082594,0
,0,0.998836458,0
,0,0.996322155,0
,0,0.999763548,0
,0,0.999010324,0
,0,0.984421372,0
,0,0.999996781,0
,0,0.975138307,0
,0,0.997903347,0
,0,0.997260094,0
,0,0.996768117,0
,0,1,0
,0,0.995636523,0
,0,0.999285758,0
,0,0.967168152,0
,0,0.875500321,0
,0,0.999890447,0
,0,0.984145105,0
,0,0.999998927,0
,0,0.971272647,0
,0,0.998291433,0
,0,0.997897983,0
,0,0.999598563,0
,0,0.99884367,0
,0,0.999914885,0
,0,0.999391556,0
,0,1,0
,0,1,0
,0,0.996078432,0
,0,1,0
,0,0.632192492,0
,0,0.945101321,0
,0,0.998185575,0
,0,0.999667168,0
,0,1,0
,0,0.697945237,0
,0,0.999993443,0
,0,0.999833465,0
,0,0.991693914,0
,0,0.999813378,0
,0,0.999953866,0
,0,0.999999881,0
,0,0.996562183,0
,0,0.991629004,0
,0,0.985540092,0
,0,0.987802804,0
,0,0.996653676,0
,0,0.997398615,0
,0,0.999455035,0
,0,0.988573432,0
,0,0.998187721,0
,0,0.996578395,0
,0,1,0
,0,0.997757733,0
,0,0.986972988,0
,0,0.99996829,0
,0,0.99829179,0
,0,0.991647005,0
,0,0.996859193,0
,0,0.988492787,0
,0,0.999327779,0
,0,0.993993938,0
,0,0.999865294,0
,0,0.986712217,0
,0,0.994031727,0
,0,0.999348581,0
,0,0.994811416,0
,0,0.99476397,0
,0,0.990450084,0
,0,0.992387176,0
,0,0.91350764,0
,0,0.999982953,0
,0,0.999044001,0
,0,0.980253458,0
,0,0.988111019,0
,0,0.990156531,0
,0,0.994591117,0
,0,0.997139335,0
,0,0.998084784,0
,0,0.995242357,0
,0,0.99982208,0
,0,0.989055037,0
,0,0.997315824,0
,0,0.998528719,0
,0,0.998385549,0
,0,0.997868299,0
,0,0.994135141,0
,0,0.998498559,0
,0,0.989496946,0
,0,0.999601305,0
,0,0.999297023,0
,0,0.967941403,0
,0,0.808690965,0
,0,0.996023774,0
,0,0.999795377,0
,0,0.991634965,0
,0,0.990350425,0
,0,0.99920541,0
,0,0.997983932,0
,0,0.60085243,0
,0,0.999445617,0
,0,0.994499326,0
,0,0.973909318,0
,0,0.989869654,0
,0,0.998782575,0
,0,0.987295091,0
,0,0.878209114,0
,0,0.993067503,0
,0,0.992109835,0
,0,0.993030012,0
,0,0.999381423,0
,0,0.999999881,0
,0,0.995058298,0
,0,0.999999166,0
,0,0.981864095,0
,0,0.99760747,0
,0,0.993658245,0
,0,0.885856152,0
,0,0.995440841,0
,0,0.945585847,0
,0,0.988523424,0
,0,0.991972089,0
,0,0.990289092,0
,0,0.996547639,0
,0,0.999171853,0
,0,0.996508777,0
,0,0.98661381,0
,0,0.969029665,0
,0,0.991599202,0
,0,0.995926619,0
,0,0.98402977,0
,0,0.999780357,0
,0,0.999266565,0
,0,0.999094725,0
,0,0.996273398,0
,0,0.997708797,0
,0,1,0
,0,0.997730792,0
,0,0.752713561,0
,0,0.987562776,0
,0,0.945034266,0
,0,0.99956125,0
,0,0.993706167,0
,0,0.99021554,0
,0,0.995626569,0
,0,0.960136592,0
,0,0.884035647,0
,0,0.993438423,0
,0,0.999970078,0
,0,1,0
,0,0.998711348,0
,0,0.998122036,0
,0,0.994994521,0
,0,0.998256743,0
,0,0.999593437,0
,0,0.999942899,0
,0,1,0
,0,0.999999762,0
,0,0.931999028,0
,0,0.998603523,0
,0,0.997618496,0
,0,0.987645566,0
,0,0.999508381,0
,0,0.908320904,0
,0,0.999999404,0
,0,0.999948263,0
,0,0.980445325,0
,0,0.999766886,0
,0,0.99901104,0
,0,0.99990809,0
,0,0.996271491,0
,0,0.971717954,0
,0,0.999028802,0
,0,0.999998927,0
,0,0.99992013,0
,0,0.999998331,0
,0,0.993589282,0
,0,0.999692559,0
,0,0.99990809,0
,0,0.999999881,0
,0,0.997749507,0
,0,0.979907632,0
,0,0.982299387,0
,0,0.999802291,0
,0,0.987111092,0
,0,0.99816376,0
,0,0.993965209,0
,0,0.999746025,0
,0,0.999946952,0
,0,0.999999404,0
,0,0.969329894,0
,0,0.995547652,0
,0,0.999993801,0
,0,0.999996781,0
,0,0.999215364,0
,0,0.999397993,0
,0,0.992779434,0
,0,0.999993324,0
,0,0.993099928,0
,0,0.999180138,0
,0,0.999999881,0
,0,0.862029314,0
,0,0.999019146,0
,0,0.997828066,0
,0,0.996682703,0
,0,0.996833861,0
,0,0.984760821,0
,0,0.948035181,0
,0,0.999351799,0
,0,0.98789984,0
,0,0.997624218,0
,0,0.999400258,0
,0,0.993816137,0
,0,0.992353797,0
,0,0.999923944,0
,0,0.999774635,0
,0,0.993247032,0
,0,0.996574402,0
,0,0.995774448,0
,0,0.969650328,0
,0,0.997101605,0
,0,0.975518465,0
,0,0.999026299,0
,0,0.999464214,0
,0,0.990589142,0
,0,0.999499321,0
,0,0.893614829,0
,0,0.997595847,0
,0,0.986530364,0
,0,0.995340586,0
,0,0.998141289,0
,0,0.992231071,0
,0,0.999990225,0
,0,0.997106135,0
,0,0.962488174,0
,0,0.999855757,0
,0,0.999870658,0
,0,0.998662829,0
,0,0.996223569,0
,0,0.996877193,0
,0,0.999999642,0
,0,0.915508866,0
,0,0.998171687,0
,0,0.995888293,0
,0,0.999992967,0
,0,0.993631899,0
,0,0.991996109,0
,0,0.998641789,0
,0,0.999513745,0
,0,0.999999762,0
,0,0.994806468,0
,0,0.996059775,0
,0,0.990587711,0
,0,0.999220371,0
,0,0.993518293,0
,0,0.995296061,0
,0,0.98833847,0
,0,0.998835742,0
,0,0.999142885,0
,0,0.998047948,0
,0,1,0
,1,0.46006763,0
,0,0.999477565,0
,0,0.824620128,0
,0,0.997445226,0
,0,0.978870392,0
,0,0.999997735,0
,0,0.998478711,0
,0,0.999671578,0
,0,0.981317461,0
,0,0.9973315,0
,0,0.999348462,0
,0,1,0
,0,0.999912024,0
,0,0.995664299,0
,0,0.981779635,0
,0,0.999127924,0
,0,0.997814655,0
,0,1,0
,0,0.999993205,0
,0,0.974954486,0
,0,0.990007758,0
,0,1,0
,0,0.999999046,0
,0,0.982588291,0
,0,0.992861807,0
,0,0.999923587,0
,0,0.985630572,0
,0,0.994985223,0
,0,0.999999881,0
,0,0.971825004,0
,0,0.999992371,0
,0,0.99998486,0
,0,0.998111606,0
,0,0.995983243,0
,0,0.998551548,0
,0,0.970174491,0
,0,0.804400384,0
,0,0.981547952,0
,0,0.98589015,0
,0,0.999987721,0
,0,0.999918342,0
,0,1,0
,0,1,0
,0,0.95809257,0
,0,0.993303359,0
,0,0.986357927,0
,0,0.963080347,0
,0,1,0
,0,0.993532419,0
,0,0.999975562,0
,0,0.990279496,0
,0,0.992588639,0
,0,0.995994568,0
,0,0.999999642,0
,0,0.98448813,0
,0,0.995146811,0
,0,0.998900414,0
,0,0.988398492,0
,0,0.980594337,0
,0,0.890939116,0
,0,0.999848485,0
,0,0.962569475,0
,0,0.997580647,0
,0,0.999999762,0
,0,0.994311571,0
,0,0.997327566,0
,0,0.997990131,0
,0,0.995517671,0
,0,0.979017973,0
,0,0.998892009,0
,0,0.999999762,0
,0,0.999935031,0
,0,0.993810594,0
,0,0.995277762,0
,0,0.980682492,0
,0,0.937637329,0
,0,0.998821795,0
,0,0.997781098,0
,0,0.998452067,0
,0,0.998886049,0
,0,0.999998808,0
,0,0.99687922,0
,0,0.99669987,0
,0,0.999700308,0
,0,0.993849933,0
,0,0.993151665,0
,0,0.997362792,0
,0,0.999722421,0
,0,0.976420343,0
,0,0.664161503,0
,0,0.999914289,0
,0,0.997302175,0
,0,0.999662995,0
,0,0.989589512,0
,0,0.97145015,0
,0,0.988127172,0
,0,0.999978065,0
,0,0.980314851,0
,0,0.997910798,0
,0,0.996003211,0
,0,0.999617219,0
,0,0.999685764,0
,0,0.955019295,0
,0,0.999999881,0
,1,0.13819091,0
,0,0.99385947,0
,0,0.999986291,0
,0,0.999882221,0
,0,0.891246676,0
,0,0.984199286,0
,0,0.99795723,0
,0,0.999489307,0
,0,1,0
,1,0.497581869,0
,0,0.994207382,0
,0,0.993741214,0
,0,0.999352038,0
,0,0.988868952,0
,0,0.999762237,0
,0,0.996145129,0
,0,0.999997616,0
,0,0.993074417,0
,0,0.996496737,0
,0,0.957982719,0
,0,0.99350363,0
,0,0.999955654,0
,0,0.99978143,0
,0,0.99999404,0
,0,1,0
,0,0.995747983,0
,0,0.9997316,0
,0,0.999999046,0
,0,0.999118149,0
,0,0.98082459,0
,0,0.977447152,0
,0,0.999999523,0
,0,0.98257184,0
,0,0.962628543,0
,0,0.999668241,0
,0,0.999990106,0
,0,0.993445158,0
,0,0.999999881,0
,0,0.954127729,0
,0,0.991023779,0
,0,0.986804068,0
,0,0.999450624,0
,0,0.999999881,0
,0,0.961661756,0
,0,0.994627416,0
,0,0.807365179,0
,0,0.997294724,0
,0,0.999927044,0
,0,0.999634504,0
,0,0.999999642,0
,0,0.995900691,0
,0,0.992664099,0
,0,0.993159235,0
,0,0.999999166,0
,0,1,0
,0,0.999999523,0
,0,0.999982238,0
,0,0.995649636,0
,0,0.989496171,0
,0,0.999920607,0
,0,0.99241215,0
,0,0.982159555,0
,0,0.997848153,0
,0,0.999999285,0
,0,0.999904394,0
,0,0.999981165,0
,0,0.999994993,0
,0,0.981723785,0
,0,0.999999762,0
,0,0.9974491,0
,0,0.979584038,0
,0,0.999946356,0
,0,0.999855876,0
,0,0.999881387,0
,0,0.99999845,0
,0,1,0
,0,0.994522572,0
,0,0.999663591,0
,0,0.999999762,0
,0,0.998957038,0
,0,0.99201715,0
,0,0.988604784,0
,0,0.992359579,0
,0,0.9997316,0
,0,0.999742687,0
,0,0.999264657,0
,0,0.999974251,0
,0,0.999330759,0
,0,0.985427439,0
,0,1,0
,0,0.997532129,0
,0,0.706712246,0
,0,0.999997497,0
,0,0.999957561,0
,0,0.99819994,0
,0,0.999197304,0
,0,0.999999881,0
,0,0.998826563,0
,0,0.995309055,0
,0,0.999899268,0
,0,0.999472678,0
,0,0.99890542,0
,0,0.998225629,0
,0,0.999789655,0
,0,0.987798512,0
,0,0.99407506,0
,0,0.999700665,0
,0,0.987601459,0
,0,0.999350011,0
,0,0.977526009,0
,0,0.988025963,0
,0,0.999478757,0
,0,0.999997616,0
,0,0.995586157,0
,0,0.996790588,0
,0,0.925952673,0
,0,0.978960097,0
,0,0.999124706,0
,0,0.989570975,0
,0,0.987737417,0
,0,0.999381542,0
,0,0.994300246,0
,0,0.995703995,0
,0,0.99952209,0
,0,0.995030522,0
,0,0.999876618,0
,0,0.999762237,0
,0,0.999999881,0
,0,0.99663949,0
,0,0.807097316,0
,0,0.693374693,0
,0,0.985855937,0
,0,0.995838761,0
,0,0.98382473,0
,0,0.997377396,0
,0,0.999420047,0
,0,0.999849916,0
,0,0.995827258,0
,0,0.999915123,0
,0,0.989782214,0
,0,0.992352784,0
,0,0.992060423,0
,0,0.995855868,0
,0,0.938202441,0
,0,0.970540106,0
,0,0.977239013,0
,0,0.994907081,0
,0,0.988658011,0
,0,0.985393763,0
,0,0.922851324,0
,0,0.895949244,0
,0,0.999981642,0
,0,0.999953032,0
,0,0.999956369,0
,0,0.996395767,0
,0,0.999552667,0
,0,0.987272441,0
,0,0.995857298,0
,0,0.941070914,0
,0,0.986276746,0
,0,0.996807456,0
,0,0.992118299,0
,0,0.970574319,0
,0,0.99069196,0
,0,0.997608781,0
,0,0.997025549,0
,0,0.999725521,0
,0,0.998945773,0
,0,0.999222994,0
,0,0.98168993,0
,0,0.988035381,0
,0,0.994429111,0
,0,0.999951005,0
,0,0.994115829,0
,0,0.567609251,0
,0,0.980537236,0
,0,0.999149799,0
,0,0.995172679,0
,0,0.967403829,0
,0,0.982694924,0
,0,0.998027503,0
,0,0.999975443,0
,0,0.999998569,0
,0,0.994516194,0
,0,0.926368237,0
,0,0.99498862,0
,0,0.967679799,0
,0,0.996137202,0
,0,0.984191418,0
,0,0.999792993,0
,0,0.997872829,0
,0,0.864311039,0
,0,0.994081557,0
,0,0.992452443,0
,0,0.973099828,0
,0,0.991188765,0
,0,0.9888376,0
,0,0.998446882,0
,0,0.999905586,0
,0,0.995992601,0
,0,0.999986887,0
,0,0.999100208,0
,0,0.982283652,0
,0,0.997549832,0
,0,0.999999881,0
,0,0.990928948,0
,0,0.999915123,0
,0,0.999760449,0
,0,0.981033087,0
,0,0.993263721,0
,0,0.854527712,0
,0,0.993275166,0
,0,0.754202485,0
,0,0.999870062,0
,0,0.99564594,0
,0,0.999997854,0
,0,0.999628782,0
,0,0.999999881,0
,0,0.981966257,0
,0,0.999981523,0
,0,0.974746048,0
,0,0.985571623,0
,0,0.894396544,0
,0,0.9972018,0
,0,0.944218934,0
,0,0.951787531,0
,0,0.994722247,0
,0,0.993976712,0
,0,0.993565023,0
,0,0.996552467,0
,0,0.999750316,0
,0,0.998859644,0
,0,0.685580075,0
,0,0.989724278,0
,0,0.911841691,0
,0,0.997970045,0
,0,0.998925269,0
,0,0.932184279,0
,0,0.994520366,0
,0,0.995159686,0
,0,0.994752765,0
,0,0.98261869,0
,0,0.992556393,0
,0,0.994745135,0
,0,0.928098261,0
,0,0.999988317,0
,0,0.999072313,0
,0,0.989210725,0
,0,0.999911904,0
,0,0.996559322,0
,0,0.996603608,0
,0,0.999522805,0
,0,0.99826473,0
,0,0.993934333,0
,0,0.733635366,0
,0,0.970902443,0
,0,0.999438703,0
,0,0.995532036,0
,0,0.984904945,0
,0,0.993542552,0
,0,0.984426558,0
,0,0.989455163,0
,0,0.98946625,0
,0,1,0
,0,0.985050261,0
,0,0.999257505,0
,0,0.960324705,0
,0,0.999807537,0
,0,0.991040647,0
,0,0.999830365,0
,0,0.999896646,0
,0,0.999621391,0
,0,0.993775487,0
,0,0.996936321,0
,0,0.999930501,0
,0,0.999973416,0
,1,0.07987652,0
,0,0.99999702,0
,0,0.997179389,0
,0,0.999827325,0
,0,0.996942699,0
,0,0.999980688,0
,0,0.999451458,0
,0,0.993867457,0
,0,0.999993443,0
,0,0.999996066,0
,0,0.995451987,0
,0,0.999770701,0
,0,0.803036094,0
,0,0.985041201,0
,0,0.960791171,0
,0,0.996474802,0
,0,0.990098894,0
,0,0.99555403,0
,0,0.99848783,0
,0,0.977276385,0
,0,0.999873042,0
,0,0.999360859,0
,0,0.998966694,0
,0,1,0
,0,0.995109141,0
,0,0.80305624,0
,0,0.96384424,0
,0,0.999832749,0
,0,0.982282579,0
,0,0.999388576,0
,0,0.997808874,0
,0,0.956248105,0
,0,0.997744083,0
,0,0.998071373,0
,0,0.999053538,0
,0,0.999227405,0
,0,0.998188794,0
,0,0.98694092,0
,0,0.999932766,0
,0,0.997697532,0
,0,0.997028053,0
,0,0.998867393,0
,0,0.998539805,0
,0,1,0
,0,0.999149084,0
,0,0.999956489,0
,0,0.98856926,0
,0,0.975012958,0
,0,0.979902148,0
,0,0.997826755,0
,0,0.996138513,0
,0,0.997882903,0
,0,0.999999285,0
,0,0.999992967,0
,0,0.999679923,0
,0,0.994875252,0
,0,0.998181462,0
,0,0.99628675,0
,0,0.959358335,0
,0,0.953324258,0
,0,0.999906659,0
,0,0.999649286,0
,0,0.996257305,0
,0,0.996468544,0
,0,0.976897955,0
,0,0.999911189,0
,0,0.999970198,0
,0,0.997481525,0
,0,0.994768143,0
,0,0.966642857,0
,0,0.994420111,0
,0,0.834055305,0
,0,0.996510923,0
,0,0.999983072,0
,0,0.993711114,0
,0,0.982761085,0
,0,0.989037097,0
,0,0.995608628,0
,0,0.998130381,0
,0,0.917500913,0
,0,0.999783933,0
,0,0.99957639,0
,0,0.992248774,0
,0,0.993203163,0
,0,0.992552519,0
,0,0.999671698,0
,0,0.999692678,0
,0,0.997156739,0
,0,0.998308897,0
,0,0.989805222,0
,0,0.980555356,0
,0,0.992192328,0
,0,0.861804247,0
,0,0.998874605,0
,0,0.99549377,0
,0,0.999999881,0
,0,0.994545341,0
,0,0.988727808,0
,0,0.96433121,0
,0,0.985733509,0
,0,0.988517165,0
,0,0.996218979,0
,0,0.999820054,0
,0,0.9953596,0
,0,0.999381781,0
,0,0.994640529,0
,0,0.960745513,0
,0,0.999999166,0
,0,0.951269269,0
,0,0.995946944,0
,0,0.999678135,0
,0,0.991488934,0
,0,0.999931097,0
,0,0.996014118,0
,0,0.969504416,0
,0,0.990561903,0
,0,0.99661535,0
,0,0.994419873,0
,0,0.96665889,0
,0,0.98897332,0
,0,0.997374654,0
,0,0.997482002,0
,0,0.993538201,0
,0,0.998258054,0
,0,0.996663272,0
,0,0.99857223,0
,0,0.997704327,0
,0,0.99411726,0
,0,0.998414159,0
,0,0.998280287,0
,0,0.975126207,0
,0,0.998281479,0
,0,0.999091625,0
,0,0.999542475,0
,0,0.996766925,0
,0,0.999970913,0
,0,0.999424458,0
,0,0.997373819,0
,0,0.93133986,0
,0,0.975721776,0
,0,0.993474066,0
,0,0.999017715,0
,0,0.99954021,0
,0,0.99999094,0
,0,0.98652482,0
,0,0.999994993,0
,0,1,0
,0,0.996048987,0
,0,0.99754864,0
,0,0.980283201,0
,0,0.992067099,0
,0,0.999999881,0
,0,0.989905894,0
,0,0.998948395,0
,0,0.974635065,0
,0,0.995334804,0
,0,0.996406257,0
,0,0.996639132,0
,0,0.891961515,0
,0,0.999459684,0
,0,0.989661932,0
,0,0.999986529,0
,0,0.988226354,0
,0,0.996929348,0
,0,0.992572665,0
,0,1,0
,0,0.979974389,0
,0,0.99998343,0
,0,0.999089718,0
,0,1,0
,0,0.994293869,0
,0,0.998477995,0
,0,0.997193038,0
,0,0.996640682,0
,0,0.999741495,0
,0,0.996962368,0
,0,0.996197462,0
,0,0.983428299,0
,0,0.988695323,0
,0,1,0
,0,0.995387018,0
,0,0.981756687,0
,0,0.99371922,0
,0,0.999988437,0
,0,0.989579022,0
,0,0.999757349,0
,0,0.999999285,0
,0,0.994793355,0
,0,0.961051941,0
,0,0.991632938,0
,0,0.987991035,0
,0,0.999777734,0
,0,0.998372257,0
,0,0.998105764,0
,0,0.996631682,0
,0,0.999707162,0
,0,0.999991059,0
,0,0.591520369,0
,0,0.999861956,0
,0,0.999523282,0
,0,0.999999404,0
,0,1,0
,0,0.927532852,0
,0,0.992937267,0
,0,0.983316839,0
,0,0.999989152,0
,0,0.994100273,0
,0,0.999788582,0
,0,0.959181488,0
,0,0.99281621,0
,0,0.999203146,0
,0,0.980757117,0
,0,0.996289253,0
,0,0.999888778,0
,0,0.996000111,0
,0,0.993428409,0
,0,0.976774991,0
,0,0.771200955,0
,0,0.996368885,0
,0,0.997539282,0
,0,0.999925017,0
,0,0.996651232,0
,0,1,0
,0,0.999673247,0
,0,0.99129498,0
,0,0.997618973,0
,0,0.999999642,0
,0,0.99999404,0
,0,0.999972105,0
,0,0.998848677,0
,0,0.999906778,0
,0,0.992201805,0
,0,0.995811701,0
,0,0.999984384,0
,0,0.990472198,0
,0,0.999659419,0
,0,0.999999523,0
,0,0.814430833,0
,0,0.986537576,0
,0,0.998303175,0
,0,1,0
,0,0.950490475,0
,0,0.891099453,0
,0,0.993897378,0
,0,0.991644323,0
,0,0.995436251,0
,0,1,0
,0,0.977510154,0
,0,0.997478902,0
,0,0.985059738,0
,0,0.994768262,0
,0,0.99995327,0
,0,0.978371799,0
,0,0.995316625,0
,0,0.996917009,0
,0,0.997104585,0
,0,0.999770343,0
,0,0.999999046,0
,0,0.972903132,0
,0,0.999887466,0
,0,0.999824584,0
,0,0.997882664,0
,0,0.998649895,0
,0,0.999633908,0
,0,0.990967453,0
,0,0.937118828,0
,0,0.986858726,0
,0,0.999999046,0
,0,0.990271091,0
,0,0.991596043,0
